merchant_id,declared_category,label,archetype,hard_negative,telemetry_visible,telemetry_score,vision_vertical,vision_confidence,vision_surface,injection_present,infra_linked,network_score,network_synchrony,voice_status,voice_consistent,contradictions,evidence_agreement,action_confidence,tier,dissenting_channels,second_channel,steps_used,stop_reason,investigation_cost_inr,daily_gmv_recent,triage_reasons,in_test_split,cost_analyst_cost,cost_false_hold_cost,cost_missed_abuse_cost,cost_total
MID101934,electronics_retail,0,legit,none,0,0.0024345246684222906,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,302233.0156666666,,False,0.0,0.0,0.0,0.0
MID101395,subscription_box,0,legit,none,0,0.002167674551018186,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,21528.231666666667,,True,0.0,0.0,0.0,0.0
MID102223,pharmacy,0,legit,shared_platform,0,0.0015516953704042267,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,53373.908,,False,0.0,0.0,0.0,0.0
MID102506,pharmacy,0,legit,shared_platform,0,0.0009754573205669143,pharmacy,0.9754,homepage,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,2,evidence_exhausted,2.2,111745.83566666668,high_volume_rotation,True,0.0,0.0,0.0,0.0
MID101216,skill_gaming,0,legit,none,0,0.0047482286244948605,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,67500.15566666666,,True,0.0,0.0,0.0,0.0
MID101919,apparel,0,legit,none,0,0.004148378925303561,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,84623.48433333334,,False,0.0,0.0,0.0,0.0
MID102480,travel_agency,0,legit,none,0,0.0013512721861252718,travel_agency,0.9607,homepage,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,2,evidence_exhausted,2.2,517590.37733333337,high_volume_rotation,False,0.0,0.0,0.0,0.0
MID100103,digital_services,1,pivot_prohibited,none,1,0.9991466068590624,sports_betting,0.9395,homepage,False,0,0.0,0.0,no_answer,,2,2,RESTRICT,4,telemetry;storefront,telemetry,2,confidence_threshold_met,2.2,35752.50533333333,telemetry_drift,False,900.0,0.0,0.0,900.0
MID103468,apparel,0,legit,none,0,0.023358005636051157,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,174419.32166666668,,True,0.0,0.0,0.0,0.0
MID103986,apparel,0,legit,none,0,0.001581803785631643,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,113692.92066666669,,False,0.0,0.0,0.0,0.0
MID100406,apparel,0,legit,none,0,0.0006671593228584642,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,18871.168,,False,0.0,0.0,0.0,0.0
MID102739,skill_gaming,0,legit,none,0,0.00677069179804903,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,96256.98033333334,,True,0.0,0.0,0.0,0.0
MID101735,apparel,0,legit,none,0,0.002549795402366485,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,150499.0013333333,,True,0.0,0.0,0.0,0.0
MID100505,subscription_box,0,legit,price_point_change,0,0.025239863906380885,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,25334.90333333333,,False,0.0,0.0,0.0,0.0
MID103428,skill_gaming,0,legit,none,0,0.001262235889774285,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,153923.01466666668,,False,0.0,0.0,0.0,0.0
MID101586,travel_agency,0,legit,none,0,0.005754206600436719,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,52265.43433333332,,False,0.0,0.0,0.0,0.0
MID102371,travel_agency,0,legit,none,0,0.0007765999561166777,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,76237.06466666666,,True,0.0,0.0,0.0,0.0
MID103009,digital_services,0,legit,none,0,0.010326646998583268,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,80287.14166666666,,False,0.0,0.0,0.0,0.0
MID103725,subscription_box,0,legit,none,0,0.0024190655281387382,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,51229.999,,True,0.0,0.0,0.0,0.0
MID101114,electronics_retail,0,legit,none,0,0.0014039398704876614,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,75267.68933333334,,False,0.0,0.0,0.0,0.0
MID103570,digital_services,0,legit,none,0,0.0010746137801274647,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,143080.79166666666,,False,0.0,0.0,0.0,0.0
MID101561,apparel,0,legit,none,0,0.00180224901623281,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,25511.028999999995,,False,0.0,0.0,0.0,0.0
MID100228,skill_gaming,0,legit,none,0,0.0018462021918723055,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,342384.46766666666,,False,0.0,0.0,0.0,0.0
MID103320,electronics_retail,0,legit,none,0,0.0033055715854127367,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,75368.65366666667,,False,0.0,0.0,0.0,0.0
MID100999,apparel,0,legit,festival_season,0,0.003329435061666396,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,272744.6226666667,,False,0.0,0.0,0.0,0.0
MID101504,travel_agency,0,legit,none,0,0.002383082814142318,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,449610.578,,False,0.0,0.0,0.0,0.0
MID101786,home_furnishing,0,legit,none,0,0.003623001645534582,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,23712.98933333333,,False,0.0,0.0,0.0,0.0
MID102085,apparel,0,legit,shared_platform,0,0.00435478299671725,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,395670.01833333337,,False,0.0,0.0,0.0,0.0
MID103745,home_furnishing,0,legit,none,0,0.001390457372096926,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,54648.32266666667,,False,0.0,0.0,0.0,0.0
MID101774,electronics_retail,0,legit,viral_spike,0,0.0017004490258870225,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,267341.87566666666,,True,0.0,0.0,0.0,0.0
MID102618,digital_services,0,legit,none,0,0.0009671962765928769,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,123493.811,,False,0.0,0.0,0.0,0.0
MID103444,subscription_box,0,legit,none,0,0.16753573513083872,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,86241.00600000001,,True,0.0,0.0,0.0,0.0
MID100780,subscription_box,0,legit,price_point_change,0,0.001175708709285734,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,88627.35633333333,,False,0.0,0.0,0.0,0.0
MID102090,home_furnishing,0,legit,none,0,0.0017349929682372281,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,32800.09566666667,,False,0.0,0.0,0.0,0.0
MID103435,digital_services,0,legit,none,0,0.0004482335414792629,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,29275.247333333336,,False,0.0,0.0,0.0,0.0
MID103604,apparel,0,legit,none,0,0.0013245091434719038,,,,False,3,0.4176,0.298,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,253666.29900000003,,False,0.0,0.0,0.0,0.0
MID102570,electronics_retail,0,legit,festival_season,0,0.008625366412614988,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,285162.1093333334,,False,0.0,0.0,0.0,0.0
MID101472,apparel,0,legit,none,0,0.014403554899835507,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,54242.73633333333,,False,0.0,0.0,0.0,0.0
MID102851,subscription_box,0,legit,price_point_change,0,0.0009962196821524363,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,18131.80633333333,,True,0.0,0.0,0.0,0.0
MID103262,apparel,0,legit,none,0,0.0006766157683754952,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,175386.65366666668,,True,0.0,0.0,0.0,0.0
MID102133,travel_agency,0,legit,festival_season,0,0.007221791998261685,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,380317.6556666668,,False,0.0,0.0,0.0,0.0
MID102344,electronics_retail,0,legit,none,0,0.0015820894653369214,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,203447.705,,True,0.0,0.0,0.0,0.0
MID100116,apparel,1,rented_account,none,1,0.5245271940922092,unlicensed_lending,0.99,checkout,False,0,0.0,0.0,declined,,1,1,VERIFY,4,storefront;scripts,scripts,4,confidence_threshold_met,4.4,180960.44933333332,telemetry_drift,False,900.0,0.0,0.0,900.0
MID102235,home_furnishing,0,legit,none,0,0.02026476036708932,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,6378.5853333333325,,True,0.0,0.0,0.0,0.0
MID100348,electronics_retail,0,legit,none,0,0.0012720886572367635,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,133671.96266666666,,False,0.0,0.0,0.0,0.0
MID103231,travel_agency,0,legit,festival_season,0,0.0027187792591394557,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,218807.36200000005,,False,0.0,0.0,0.0,0.0
MID103780,electronics_retail,0,legit,festival_season,0,0.004489878379299753,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,547036.8666666667,,True,0.0,0.0,0.0,0.0
MID101931,home_furnishing,0,legit,none,0,0.00612237749021243,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,36371.961,,False,0.0,0.0,0.0,0.0
MID101634,apparel,0,legit,none,0,0.0008048257478005003,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,52910.508,,False,0.0,0.0,0.0,0.0
MID103193,electronics_retail,0,legit,viral_spike,0,0.003239391266835311,electronics_retail,0.99,homepage,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,2,evidence_exhausted,2.2,270706.9276666667,external_signal,False,0.0,0.0,0.0,0.0
MID102307,skill_gaming,0,legit,none,0,0.005049245609410132,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,74819.74933333333,,False,0.0,0.0,0.0,0.0
MID100977,home_furnishing,0,legit,viral_spike,0,0.0007937397368732569,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,21436.70733333333,,False,0.0,0.0,0.0,0.0
MID101639,apparel,0,legit,none,0,0.0007862210121533688,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,239069.83833333332,,True,0.0,0.0,0.0,0.0
MID103162,apparel,0,legit,none,0,0.0024886854122682747,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,147959.11733333333,,False,0.0,0.0,0.0,0.0
MID102630,electronics_retail,0,legit,none,0,0.0033113310155115498,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,212066.155,,False,0.0,0.0,0.0,0.0
MID101887,electronics_retail,0,legit,viral_spike,0,0.0011870186327248861,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,314890.612,,False,0.0,0.0,0.0,0.0
MID102688,apparel,0,legit,shared_platform,0,0.001157855531939736,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,164035.5263333333,,False,0.0,0.0,0.0,0.0
MID101033,subscription_box,0,legit,none,0,0.060364515059338084,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,46033.343,,False,0.0,0.0,0.0,0.0
MID100560,electronics_retail,0,legit,none,0,0.004358922155501359,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,38145.568666666666,,False,0.0,0.0,0.0,0.0
MID100583,apparel,0,legit,price_point_change,0,0.0006881455687955447,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,41905.07833333334,,True,0.0,0.0,0.0,0.0
MID100376,home_furnishing,0,legit,none,0,0.008005117606389235,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,83253.45766666668,,True,0.0,0.0,0.0,0.0
MID103749,home_furnishing,0,legit,none,0,0.0020083848461378913,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,48874.99533333333,,True,0.0,0.0,0.0,0.0
MID103327,electronics_retail,0,legit,none,0,0.0010461011048393462,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,168321.49366666668,,False,0.0,0.0,0.0,0.0
MID100995,pharmacy,0,legit,none,0,0.001725680821998157,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,30008.851,,False,0.0,0.0,0.0,0.0
MID103790,home_furnishing,0,legit,none,0,0.001435391609905842,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,156771.93133333334,,False,0.0,0.0,0.0,0.0
MID100695,electronics_retail,0,legit,none,0,0.002262109047094976,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,180155.95766666665,,True,0.0,0.0,0.0,0.0
MID102840,apparel,0,legit,none,0,0.0036447629941234565,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,164357.661,,False,0.0,0.0,0.0,0.0
MID102248,apparel,0,legit,none,0,0.0008598622791821844,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,96027.00933333334,,False,0.0,0.0,0.0,0.0
MID101483,pharmacy,0,legit,none,0,0.0020822014491980734,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,84691.43733333334,,False,0.0,0.0,0.0,0.0
MID102525,skill_gaming,0,legit,none,0,0.026229045807022025,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,422718.5263333333,,False,0.0,0.0,0.0,0.0
MID101295,apparel,0,legit,festival_season,0,0.005029454154642206,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,118044.79,,False,0.0,0.0,0.0,0.0
MID101563,apparel,0,legit,none,0,0.12001944646329185,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,14348.501666666669,,True,0.0,0.0,0.0,0.0
MID101411,home_furnishing,0,legit,none,0,0.001241051247303806,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,27080.015333333333,,False,0.0,0.0,0.0,0.0
MID100633,electronics_retail,0,legit,none,0,0.0018718857898500274,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,461839.74,,False,0.0,0.0,0.0,0.0
MID101254,pharmacy,0,legit,none,0,0.0015235489531975996,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,32882.234333333334,,False,0.0,0.0,0.0,0.0
MID103269,home_furnishing,0,legit,none,0,0.0010260208266199408,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,59102.01,,True,0.0,0.0,0.0,0.0
MID103195,apparel,0,legit,none,0,0.0007847568998790129,,,,False,0,0.0,0.0,not_called,,0,0,NONE,0,,,0,not_triaged,0.0,75215.30033333333,,False,0.0,0.0,0.0,0.0
MID100042,apparel,1,rented_account,none,1,0.444795693092754,unlicensed_lending,0.8643,checkout,False,0,0.0,0.0,answered,True,2,2,RESTRICT,4,storefront;scripts,scripts,5,confidence_threshold_met,4.4,157146.74033333335,telemetry_drift,False,900.0,0.0,0.0,900.0
